Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stepen urbanizacije,Value
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,15 do 24 godine,Sva područja,8.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,15 do 24 godine,Sva područja,5.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,15 do 24 godine,Sva područja,8.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,15 do 24 godine,Sva područja,6.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,15 do 24 godine,Sva područja,11.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,15 do 24 godine,Sva područja,5.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,15 do 24 godine,Sva područja,9.7
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,15 do 24 godine,Sva područja,3.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,15 do 24 godine,Sva područja,8.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,15 do 24 godine,Sva područja,6.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,15 do 24 godine,Sva područja,10.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",15 do 24 godine,Sva područja,20.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",15 do 24 godine,Sva područja,19.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",15 do 24 godine,Sva područja,18.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",15 do 24 godine,Sva područja,20.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",15 do 24 godine,Sva područja,23.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",15 do 24 godine,Sva područja,19.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",15 do 24 godine,Sva područja,18.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",15 do 24 godine,Sva područja,31.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",15 do 24 godine,Sva područja,17.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",15 do 24 godine,Sva područja,27.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",15 do 24 godine,Sva područja,20.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",15 do 24 godine,Sva područja,33.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,76.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,64.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,86.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,89.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,95.5
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,69.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,87.5
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,82.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,88.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,98.0
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,83.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,56.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,90.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,90.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,15 do 24 godine,Sva područja,93.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,51.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,54.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,78.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,50.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,56.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,80.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,53.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,51.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",15 do 24 godine,Sva područja,77.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,87.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,80.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,40.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,53.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,84.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,80.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,40.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,49.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,89.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,80.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,40.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,15 do 24 godine,Sva područja,55.1
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,58.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,18.7
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,23.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,58.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,33.7
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,23.1
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,59.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,15 do 24 godine,Sva područja,13.6
