Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stupanj urbanizacije,Value
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,62.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,73.1
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,77.5
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,77.5
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,71.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,68.4
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,72.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,84.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,70.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,57.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,63.4
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,75.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,78.9
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,66.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,48.0
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,58.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,74.1
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,74.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,74.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,67.7
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,68.2
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,76.7
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Ruralno,83.2
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,79.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,68.3
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,68.3
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,69.6
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,83.6
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,78.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,60.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,67.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,72.0
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,82.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,81.2
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,77.1
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,68.8
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,66.9
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Urbano,85.2
